Person_ID, Energy_Usage_kWh   , Transportation_Distance_km, Vehicle_Type    , Smart_Appliance_Usage_hours, Renewable_Energy_Usage_percent, Building_Type, Temperature_C         , Humidity_percent  , Carbon_Emission_kgCO2
       20, 15.978998729506012 ,      26.021136793575362   , Car             ,          9.920904003607632 ,         67.14952552915908     , Commercial   , 5.854574497674479     , 38.3527183272721  ,   13.88844875496067
       21, 31.368938946674213 ,      17.70432945283974    , Bus             ,          1.8343916437441283,         56.95627406649163     , Commercial   , 7.814648016553548     , 25.923286966433125,   17.2556331014511
       22,  8.695705311298008 ,       2.852002483864824   , Bus             ,          3.2215322182425887,         65.65106489473632     , Commercial   , 26.57536848331803     , 52.542101060207585,    4.300306069392141
       23, 16.02294312969047  ,      90.93041464060494    , Walking         ,          8.234817360708767 ,         11.552401230774445    , Residential  , 17.502965756144093    , 31.995808374939813,   31.593617253626334
       24, 19.5853684780972   ,       0.8223131388891525  , Electric Vehicle,          5.878515208050457 ,         47.601803788410734    , Residential  , 23.417552033565762    , 38.075699732314604,    8.499390690964583
       25, 23.891359242417725 ,      73.60821443370854    , Bus             ,          4.197697950116126 ,         35.70186440885412     , Residential  , -2.084083946240586    , 55.490611065705316,   17.88839387176398
       26, 39.68844614686465  ,      15.214788691951654   , Walking         ,          5.60497241652777  ,         97.33686162401219     , Commercial   , 29.34883361142093     , 88.1596285952975  ,   19.836383831925488
       27, 11.584341543601267 ,      91.22296219996       , Walking         ,          5.897196108976978 ,          4.962393417946743    , Commercial   , 6.0195659457517365    , 67.89785047624892 ,   26.850475241776515
       28, 26.683253043853355 ,      89.27959395898858    , Car             ,         11.016074759037561 ,         29.829420305992304    , Commercial   , 20.993063357883667    , 39.57352587097773 ,   25.148207919267527
       29, 30.435899305378037 ,      65.39011463692573    , Electric Vehicle,          2.138041120754483 ,         94.1862194091722      , Residential  , -4.266008737899565    , 46.768423680276356,   26.40876249423264
       30,  4.229619810559891 ,      67.22341498006051    , Walking         ,          4.077038214883765 ,         98.34961831843295     , Commercial   , 6.07101205784835      , 48.429320662468406,   16.624157556731667
       31, 31.16215289126904  ,       0.5339141969688543  , Car             ,          6.913212982409854 ,         82.49016077271335     , Commercial   , 22.44336465333209     , 30.754633634106398,   17.314206877010253
       32, 10.185157936989993 ,      98.4871566113602     , Walking         ,          8.681156192936509 ,          7.599824401640931    , Residential  , 3.710306614512529     , 31.245793220177653,   24.39317249558819
       33,  5.122476463293417 ,      87.78326035758144    , Electric Vehicle,          7.93701017855168  ,         56.135502834354035    , Commercial   , 34.01560983749086     , 30.387630644115514,   17.999233356693
       34, 47.54650578816     ,      89.5106225730092     , Walking         ,         11.358070115111339 ,         40.012299267046714    , Commercial   , 23.061419972171016    , 56.51648964158418 ,   30.5233831449594
       35, 48.35033758757885  ,      65.92445370508719    , Walking         ,          9.751698173014205 ,         80.64525676954017     , Commercial   , 33.51391966483978     , 67.19302607177957 ,   35.78712150394886
       36, 40.80307270959013  ,      34.47869286545365    , Bus             ,          7.127845261718734 ,          5.502423557133329    , Commercial   , 9.769535112556035     , 61.350447922757866,   25.263980624586548
       37, 16.621460920321795 ,      89.36486490904808    , Bus             ,          3.3615096084085825,         19.712875164470212    , Residential  , -8.30074286876625     , 88.44370298173439 ,   21.99580590732261
       38,  6.688261472306426 ,      29.151692815119233   , Car             ,          5.9596165454246375,         48.91950662226294     , Residential  , 18.80699816775514     , 28.81122005803563 ,   11.316958628050445
       39, 34.84318527258353  ,      56.271154334220284   , Walking         ,          8.627204686139251 ,         15.764766294782696    , Residential  , 6.959675136268615     , 89.05320844119287 ,   33.39647501642246
       40, 23.127319699500863 ,       9.97309723438824    , Car             ,         10.217583923196933 ,         69.27151426942983     , Residential  , 12.409418796117663    , 52.667175372152435,   15.239635867897341
       41,  7.857835272549384 ,      92.19556301327502    , Electric Vehicle,         11.557098468646261 ,         82.07672211397983     , Commercial   , 24.05551069613744     , 35.30429514439964 ,   20.423950116481155
       42, 25.76849168534097  ,      14.077045777121333   , Car             ,          7.659980427517095 ,         70.45198936276435     , Residential  , 25.033233353543586    , 86.029657820403   ,   14.814987817842974
       43,  3.650649013530483 ,      22.489680573040726   , Walking         ,          6.796113040348757 ,         44.02837136399823     , Residential  , -8.62217925670923     , 52.802931710121484,    4.520794639643051
       44, 45.64737929978154  ,      55.813415812821496   , Bus             ,          1.1946111543326314,         87.83876662526463     , Residential  , 28.465133641980678    , 44.31428686473643 ,   26.807096107302062
       45, 14.421439116800812 ,      76.40930002129815    , Bus             ,          1.7930897606519793,         13.76861317199417     , Residential  , 14.675945747803947    , 34.966707267256965,   23.940224035317154
       46, 33.80106964899113  ,      61.93513059362989    , Car             ,          2.717154974011403 ,         26.03385838990089     , Commercial   , 17.834938666227497    , 38.751281578106145,   32.42652771802981
       47, 16.962131652291724 ,      23.213391280015617   , Bus             ,          1.6023592430859088,         48.95396852523033     , Residential  , 4.899709259492628     , 88.54536571590535 ,   13.56022411939642
       48, 26.96326501653492  ,       0.09430425274903342 , Walking         ,          5.409495626854191 ,          6.1338598879251975   , Commercial   , 11.041689300029049    , 41.2781407933342  ,   13.39022119076633
       49, 28.242093408477423 ,      75.71505803074392    , Walking         ,          4.705663996527594 ,          9.568578156654727    , Commercial   , 25.518756698966584    , 88.44641466317235 ,   36.226670662361954
       50, 10.873013865225298 ,      98.52073259110938    , Electric Vehicle,          8.010895736552321 ,         39.74433717223721     , Commercial   , 28.835690147212922    , 43.1150490628461  ,   34.374033821322755
       51, 48.54006213269881  ,      80.99131203060904    , Bus             ,          6.89231618726743  ,         94.3886296734554      , Residential  , 9.355309058398902     , 36.19929259119934 ,   45.34666076854548
       52, 39.2063755213335   ,      46.02066181566153    , Bus             ,          7.555678353266456 ,         90.84136932770002     , Commercial   , 24.55587663256651     , 32.83549280312931 ,   30.03037796170807
       53, 47.095949195081076 ,      90.37672613991066    , Electric Vehicle,          6.191749232314195 ,         46.59748582784111     , Residential  , 2.902175084421902     , 48.82981536917979 ,   32.20173801896788
       54, 44.95171282052714  ,      40.984767311835      , Car             ,          4.055108634096829 ,         14.215854451073007    , Residential  , 31.601133258875763    , 36.576451397451905,   26.01519783101303
       55, 30.69919898293209  ,      52.493408424346754   , Electric Vehicle,         11.481078464411247 ,         17.81076559584356     , Commercial   , 20.490711945368265    , 68.78565746789371 ,   31.203242179058492
       56, 46.24996328110961  ,      47.712976739568326   , Bus             ,          1.9505007573615285,         37.75460546091273     , Commercial   , 28.75932580334475     , 36.78402147547849 ,   29.32066975772087
       57,  6.247640098492136 ,      44.762387266552494   , Car             ,         11.327800994118379 ,         21.007419508678137    , Commercial   , 13.85774261589237     , 78.47777914985085 ,    7.711046153890068
       58, 11.40717739611897  ,      77.51907692939058    , Walking         ,          4.423618515512081 ,          8.297559439037784    , Commercial   , 1.4554642490977638    , 78.38078809417169 ,   20.31281924050831
       59,  4.170909867705827 ,      52.676890726949196   , Walking         ,          6.639275899040271 ,         67.37774835199971     , Commercial   , 11.461555665682198    , 39.986846183364634,   15.59668573342279
       60, 17.615855876636687 ,      31.671712202521608   , Electric Vehicle,          2.1972655511030075,         58.144863779269485    , Commercial   , 9.07426972391604      , 72.74780913407808 ,   18.771191657168096
       61, 20.656509905095135 ,      25.81581676584783    , Walking         ,          1.780241752081102 ,         29.129675797808506    , Residential  , 6.635827172007957     , 80.02821131856173 ,   13.718377082769255
       62, 15.024753525147004 ,       3.7747316967433386  , Bus             ,          5.7249999359046315,         77.89483825523041     , Residential  , 0.6086873870739176    , 61.309299075600265,    7.480012395387345
       63, 41.77940043929261  ,      58.3195161883046     , Electric Vehicle,          9.158671140176459 ,         77.59488877058345     , Commercial   , 27.95835709399031     , 45.64326876048384 ,   37.56643351581016
       64, 19.124159681292284 ,      22.99614154010342    , Bus             ,          3.963012553034038 ,         49.10019702127618     , Residential  , -5.682416933971975    , 50.86770306988754 ,   15.993112374775196
       65, 15.484856464994277 ,      14.813392201638308   , Bus             ,          7.18582677828852  ,          9.653255551189389    , Residential  , 34.378046494291695    , 75.03602055243474 ,    8.680498821669188
       66, 28.049411991595925 ,      65.38299638276777    , Car             ,          4.065153745751002 ,         91.84694001013575     , Residential  , -1.2487638551123244   , 40.53222247977699 ,   34.40566675977517
       67,  8.764362798788607 ,      68.12092578215488    , Car             ,          5.274743669823449 ,         66.86605235409712     , Residential  , 38.993682592577066    , 43.41236340633358 ,   20.548073420123707
       68, 40.505455076193904 ,      75.21548922576659    , Car             ,         10.970909503212072 ,         24.705081915195095    , Residential  , 39.423402404353716    , 31.25490353804955 ,   32.244520181252355
       69,  5.5784308966289995,      50.357689633859145   , Walking         ,         10.414235880444116 ,         61.045454703422664    , Commercial   , 9.919352062057587     , 47.933668210910184,    7.462768641372777
       70, 49.37057295682483  ,      89.40546052038866    , Car             ,          6.676192977593928 ,         40.502149582763025    , Commercial   , 39.39105363161315     , 26.056059257464014,   34.155097523518386
       71, 39.06774892623956  ,      93.63427533982278    , Bus             ,          3.6191619021928663,         63.534963973595794    , Residential  , 33.45342586403632     , 42.472410869237805,   44.11894197232401
       72, 11.538352713640275 ,      80.73709397924894    , Electric Vehicle,          3.125023040063251 ,         47.38708957310208     , Residential  , -5.87848615266672     , 46.143556666349994,   22.011872623287026
       73,  2.265061621932915 ,      63.55934820081872    , Electric Vehicle,         11.494960883392856 ,         48.547215023973344    , Commercial   , 37.366428181430905    , 37.88353926968925 ,   11.820521946009052
       74, 41.14214856583204  ,      30.372095359118866   , Bus             ,          3.2298825616175626,         73.58820919073594     , Commercial   , -7.874280704770289    , 27.09506833944917 ,   28.466180585697995
       75, 35.92915250468562  ,      98.29449216202212    , Walking         ,          9.88985142003793  ,         61.37257460639758     , Residential  , -0.9042853130446424   , 56.51670697930886 ,   40.1919427505491
       76, 36.99234406596739  ,      27.413616719193833   , Electric Vehicle,          5.05867230489091  ,          7.995269124422566    , Commercial   , 19.229777042333716    , 80.55568188288296 ,   18.40325884147472
       77, 39.0209766409254   ,      20.265692199043105   , Bus             ,         11.842258323140621 ,          6.537357044630365    , Commercial   , -5.96314107999932     , 43.495132206032935,   23.933531878092897
       78,  5.554143283236337 ,      44.215411378658274   , Bus             ,          5.049713143990666 ,         30.500923749672527    , Residential  , -1.913612150531554    , 36.57610999940971 ,   10.46040873311392
       79, 19.206354970125084 ,       5.684057071238846   , Bus             ,          4.866682874017988 ,         43.02459965387463     , Residential  , 37.674589355611936    , 39.95267523833524 ,   13.057134699983425
       80,  7.561714857206226 ,      97.84944646717908    , Electric Vehicle,          8.012099917653854 ,         27.522255917928607    , Commercial   , 39.734394244380404    , 80.33210269129657 ,   28.219841533299633
       81, 43.42896444202849  ,      58.84335564164248    , Electric Vehicle,         11.576684872895012 ,         65.1459858069918      , Residential  , 29.90682708901486     , 56.94653127254583 ,   29.401155292916403
       82, 31.91831008772278  ,      55.69520916641753    , Car             ,         11.738305663760762 ,         19.51079317256219     , Residential  , 15.760469573235138    , 29.155324588954233,   22.00717521384356
       83, 17.88310519292716  ,      65.57962798997198    , Car             ,          8.779267611136838 ,         70.41410963961697     , Residential  , 35.01504678458376     , 69.64551543388237 ,   22.12690114668795
       84,  5.0508008137291345,      49.70236477772067    , Bus             ,          9.30067002199989  ,         77.31507418889302     , Residential  , -4.405061455821565    , 30.805825326341463,   13.746882679862955
       85, 16.927151442351786 ,       3.2063517094541583  , Bus             ,          7.197423935703304 ,         12.431930759565057    , Commercial   , 37.14459346225045     , 24.217108205956563,    9.59355306443709
       86, 17.608799457283858 ,      61.23112888403968    , Bus             ,          9.313533130455651 ,         65.0806243362988      , Residential  , 7.577646372771611     , 37.89794135485421 ,   26.220089518841867
       87, 37.02109656022708  ,      71.61738769564306    , Bus             ,         10.457576204675462 ,         96.14359759001141     , Commercial   , 33.074469561659726    , 31.76631256617361 ,   22.81759994219064
       88, 32.60275862505023  ,      41.67490606240531    , Electric Vehicle,          6.347048335145256 ,         19.282381726334673    , Residential  , 23.41867029926955     , 62.349823206226766,   20.652832964255804
       89, 44.586211643663674 ,      75.72955720711929    , Car             ,          7.818484891131133 ,         90.93028311161545     , Residential  , 38.0137152027861      , 53.91964851380293 ,   43.26268394890777
       90, 24.666316407773564 ,      22.70012993384206    , Walking         ,          6.910483647563525 ,         60.60479492740166     , Residential  , 33.23389738979091     , 70.68451853450071 ,   16.208416660801785
       91,  7.740523805038482 ,      22.127659106618403   , Bus             ,          7.18717674881545  ,         59.094486733171195    , Residential  , 34.394890677545305    , 55.80997351821721 ,    9.074465654532446
       92, 36.235749786703764 ,      16.141698768757394   , Car             ,         10.79052700861335  ,          5.192268232086716    , Residential  , 21.587717806001525    , 49.330415464657136,   20.023302713805855
       93, 38.51768233361108  ,      37.19947597891618    , Bus             ,          4.911785132261272 ,         74.83002783863982     , Residential  , 31.65792654881379     , 56.835308330642015,   33.04404269836533
       94, 28.941305483335817 ,      84.70120353890836    , Electric Vehicle,          3.2900242816068666,         47.82730526480582     , Residential  , 27.856557538066923    , 50.41402791614445 ,   27.1906260806896
       95, 39.006424637818924 ,      82.79120621490644    , Walking         ,          6.019081213009921 ,         72.11743918351341     , Residential  , -1.9188434548056374   , 22.596082573982766,   31.99530237970113
       96, 25.702188625490756 ,      38.28242079635038    , Car             ,          3.288937095293917 ,         80.9181103446606      , Commercial   , 22.42984456766215     , 67.6489379097368  ,   15.73639837600236
       97, 27.091175810335713 ,      58.911873598023654   , Car             ,          6.48240468228221  ,         52.379637337227855    , Commercial   , -2.5912226739920685   , 87.34912283501188 ,   22.44948171327402
       98, 22.521968881210384 ,      72.08163164749156    , Walking         ,         10.938589158927645 ,         26.36443132783142     , Commercial   , 33.47280609427649     , 49.542348992523245,   29.453744778665097
       99,  3.220118083716569 ,      24.1206774628023     , Electric Vehicle,          7.791768725307255 ,         14.157249139281337    , Commercial   , -6.702510033001577    , 49.66130886376327 ,    3.8895099193675877
      100,  7.178788495678614 ,      16.814108589474706   , Walking         ,         10.409761386333855 ,         16.050312793241428    , Commercial   , 39.352333509663765    , 23.20382150460726 ,    6.70369978801825
      101,  3.508600912963244 ,      97.2095993212311     , Car             ,          2.8281001157706296,         86.69346539457987     , Residential  , 10.031333306885575    , 82.32653592807239 ,   13.203058897915428
      102, 32.54769974066146  ,      61.75573132096185    , Walking         ,         10.909609517908946 ,         12.357809563038868    , Residential  , -1.4685323149282183   , 85.03849712240509 ,   22.73276650171738
      103, 17.08908709166368  ,      98.14157218336639    , Electric Vehicle,          7.619658808478274 ,         38.46940730465684     , Residential  , 36.78374918306115     , 76.91973826099002 ,   37.34882999959088
      104, 26.411393175905733 ,      33.77559871322291    , Electric Vehicle,          1.349357676145278 ,         33.42746462890308     , Residential  , -7.728700688507603    , 27.44418300792997 ,   24.10252743546146
      105, 45.56319074845246  ,      70.30316999741315    , Bus             ,          7.964308508135405 ,         86.54556667389703     , Commercial   , 13.505281725449173    , 83.01565768077575 ,   31.330075394748988
      106, 13.966026999145997 ,      22.260363654123772   , Walking         ,         11.465366518870097 ,         47.76935006942916     , Commercial   , 28.511356396225132    , 21.67689643765286 ,   11.224957205967408
      107, 21.698380305710227 ,      26.120017127391293   , Walking         ,          1.8708370052289829,         99.64464173481376     , Commercial   , 5.837523771585049     , 51.12020262654161 ,   17.622907775244464
      108, 38.266454650066336 ,      51.1902121269624     , Car             ,          7.407017435165294 ,         73.70547463031447     , Commercial   , 16.441733495140056    , 55.04365578709762 ,   28.66692193459498
      109, 12.982311943597878 ,      31.961812550807124   , Electric Vehicle,         11.070264631566863 ,         85.09235754042857     , Residential  , 25.020650815690097    , 78.38014707184372 ,   14.930144006433718
      110,  5.695035671782064 ,      16.762156384058446   , Walking         ,          1.10664685167812  ,          9.86722660266749     , Residential  , 37.59882105006604     , 72.56014494177796 ,    5.871841949242777
      111, 15.908069739860865 ,      26.2880701989326     , Car             ,          7.940042191124055 ,         25.310225526489592    , Residential  , -4.864868036448502    , 75.79678275499201 ,   12.552814563640894
      112,  9.738621788192212 ,       3.574839446586464   , Bus             ,          6.223925210140589 ,         13.544619557182823    , Commercial   , -2.138664814254012    , 80.75306646901623 ,    4.628243256810575
      113, 46.62548731244351  ,      70.44236214774867    , Walking         ,          4.816882505134717 ,         46.36219724005597     , Commercial   , 15.443544759703347    , 53.3249644344908  ,   35.00346277708782
      114, 40.789778219092014 ,      49.21166570858616    , Walking         ,          7.902901389399136 ,         71.82874881619098     , Residential  , 10.923748057502344    , 74.617664746202   ,   27.99142274094099
      115, 32.403380312500325 ,       9.424306640452562   , Car             ,          1.579723040461586 ,         16.90635682030002     , Residential  , 10.53980803418332     , 24.762316608380726,   17.788291329870134
      116, 43.83010832901045  ,      17.16939931284912    , Car             ,          9.283693509161402 ,         13.016854456973881    , Residential  , 4.848075146807659     , 51.118249592537715,   25.778993591670076
      117, 40.576259691157496 ,      10.253453811264402   , Electric Vehicle,          1.0492742461167839,         61.46087487804404     , Commercial   , 18.034239925447807    , 22.109287240874878,   18.20220529674539
      118, 10.95536282652972  ,      61.259280827587645   , Electric Vehicle,          4.376293181715875 ,         23.031275376342396    , Commercial   , 34.164416808285814    , 84.07205457230158 ,   14.977376586500487
      119, 44.84283192751893  ,       9.42103636124938    , Electric Vehicle,          6.543545014531462 ,         47.9325071753741      , Residential  , -1.9537829731068062   , 87.08896473670445 ,   22.899450530923723
      120, 27.888427611951236 ,      75.42823330352161    , Walking         ,          5.147244756232069 ,          5.111772772771772    , Commercial   , 0.7643164747878828    , 25.875734220171395,   32.56856297060512
      121, 40.757127447875    ,       2.0510919320391174  , Car             ,          4.382235287261407 ,         68.06128120674649     , Residential  , 23.54117488997929     , 57.28386510854324 ,   16.70365707340727
      122, 45.01238239632767  ,      24.93757879958921    , Electric Vehicle,         10.139186600149058 ,         54.13163816420536     , Residential  , -7.190117285634791    , 42.75977244358084 ,   27.168244296001937
      123, 17.264166798649466 ,      89.06666758919071    , Walking         ,         11.283158316990997 ,         64.74228989586328     , Residential  , 23.688209978150326    , 43.97739992640146 ,   27.007811628734117
      124,  7.282492377328484 ,      71.8531318122246     , Electric Vehicle,         10.610839533964775 ,         27.540638005974603    , Commercial   , 5.7228075431668675    , 51.549004296283925,   14.95339427767792
      125, 12.9408878020132   ,       7.296833292568772   , Bus             ,          6.746744443549996 ,         27.860297536153112    , Commercial   , 7.892696570000748     , 28.75461756781855 ,    7.400544841869972
      126, 22.501173854060305 ,      82.11261044851797    , Walking         ,         10.725805927128313 ,         80.13605330907582     , Commercial   , 10.27746869114501     , 32.65391391487388 ,   34.101227355565975
      127, 41.26470876427967  ,      49.30351215402048    , Electric Vehicle,         11.129477216996982 ,         71.85623129848263     , Commercial   , 7.4793780745857426    , 60.415806208956134,   28.315680754582544
      128, 43.315067996304485 ,      84.67830271688292    , Electric Vehicle,          5.501622367522082 ,         57.97286511986146     , Commercial   , 32.06048106397661     , 21.31291366062418 ,   44.170674327608154
      129,  2.3337022654971538,      60.07397744503934    , Bus             ,          4.1179044545599   ,         62.81434757820805     , Residential  , 37.30342287001545     , 61.98607154099405 ,   18.146850989587264
      130, 26.515870523723155 ,      68.18330320328587    , Bus             ,          2.0809172639465237,          9.404417950110544    , Residential  , 17.400573765809423    , 42.32420314506685 ,   20.839961910194162
      131, 22.03572815114139  ,      99.35015603957082    , Electric Vehicle,          6.270011131541519 ,         85.61713044512535     , Commercial   , 19.09392494174697     , 78.2544490362801  ,   27.184281529660247
      132, 12.661174902595052 ,      23.233554592401816   , Electric Vehicle,         11.409266124822855 ,         76.99070330116626     , Commercial   , -6.4758445993282425   , 62.00045554100787 ,   10.80293618693587
      133,  7.753537632016775 ,      62.394557476138836   , Car             ,          7.169982808774082 ,         59.04915338234476     , Residential  , 25.65959641805003     , 69.56638404985203 ,   13.780638276969604
      134, 18.205528227374142 ,      46.032139005739836   , Electric Vehicle,          8.343183119647888 ,         91.85951311009072     , Commercial   , 19.2049436482042      , 28.009762686656174,   21.14728442037557
      135, 47.25966578780092  ,       3.9451952922691436  , Electric Vehicle,          2.2417220034103233,         16.86379076993998     , Commercial   , -7.480273809619983    , 38.6103655277182  ,   23.390683816150585
      136, 17.51374073699625  ,       1.4470641502865034  , Car             ,          2.578716305564819 ,         68.66573860341668     , Commercial   , -0.07871664641483633  , 89.76687262804256 ,    7.42724872035989
      137, 26.90194984368157  ,      11.922857781785867   , Car             ,          6.109205881556398 ,         96.29817776521608     , Commercial   , 0.09717101962813679   , 50.35565728364566 ,   16.529008770928115
      138, 35.74491002696854  ,      64.90917405385481    , Electric Vehicle,         11.463912788820982 ,         31.000896456992088    , Residential  , -1.4516024028320391   , 45.12056437269467 ,   34.46521875706753
      139, 19.45422091420611  ,      56.71630879133922    , Car             ,          4.968631057506817 ,          1.5292314067509527   , Commercial   , 22.932297731138853    , 81.16987512840919 ,   23.46747633697007
      140, 48.64553997060611  ,      55.34295611637275    , Walking         ,         10.652324454492868 ,         73.48674669691331     , Residential  , 36.42198076778845     , 22.31522262041944 ,   41.77949493264819
      141, 48.19747015722134  ,       3.1856762528260085  , Bus             ,          2.3231745276828266,          0.6980324456127063   , Commercial   , 28.148766267917964    , 57.43413531732837 ,   27.07189404428542
      142, 14.08555019961748  ,      46.930299636000704   , Walking         ,          7.787189276270811 ,         87.2533649182167      , Commercial   , 13.86867426069566     , 34.7180049650147  ,   13.958106738897463
      143, 25.8679282828345   ,      92.46228178425285    , Bus             ,          7.6067427460156996,          5.630125210356985    , Residential  , 10.202564899224097    , 45.770695401763426,   37.694639387032424
      144, 16.442158871204946 ,      39.75918693106466    , Bus             ,         10.458622250772953 ,         65.27647298718772     , Residential  , 9.322905265461127     , 33.98439503092296 ,   16.55902652554619
      145, 15.672343730118445 ,      62.492246978845635   , Electric Vehicle,          1.0364837484539167,         37.71841444231504     , Commercial   , 20.06234788479125     , 22.647593168409543,   13.535175843023067
      146,  3.770573473017574 ,      77.98186756231435    , Bus             ,          3.0892483391732934,         20.334065371673283    , Residential  , 7.961032947226819     , 49.15584937779897 ,   18.71614674239163
      147, 31.25908803103505  ,      78.39252791418876    , Walking         ,          3.4165638797242988,         89.8258399853829      , Residential  , 1.3060985594358563    , 75.24421148365627 ,   30.780353003108587
      148, 26.12859311498535  ,      51.92800823952714    , Electric Vehicle,         11.44962696899811  ,         74.62458519268623     , Residential  , 20.142145328779147    , 86.63681028388237 ,   20.50988863061819
      149,  4.470980059999489 ,      85.79519454023364    , Car             ,          2.6906302189688445,         34.04405661432601     , Commercial   , 9.535270671378658     , 63.66970822270086 ,   20.876649215560985
      150, 15.375030283357349 ,      39.137809336374694   , Walking         ,          1.406585852426164 ,         28.4153092857225      , Commercial   , -9.293758542808309    , 47.218596464690506,   12.04158488923689
      151, 45.596762526399374 ,      88.86932147847983    , Electric Vehicle,          6.879076442159889 ,         73.60122941611394     , Commercial   , -8.888444321661273    , 73.88986914831116 ,   48.903076208564826
      152, 13.498970752014676 ,      24.02271663955453    , Bus             ,          6.814143086770498 ,         83.65707626063305     , Commercial   , 3.7068305577209166    , 55.36567884004546 ,   11.697827736178319
      153,  8.954953860378708 ,      28.021640699057105   , Walking         ,         10.284516619046506 ,         71.58504642958094     , Residential  , 15.621109975343188    , 45.73341959234631 ,   12.819478339011507
      154, 25.493732493323023 ,       5.31206241990011    , Bus             ,         11.437456151955823 ,         63.99892250357414     , Commercial   , 7.711975383399437     , 32.536278478708226,   16.103856444123977
      155, 49.31122179730883  ,      79.55818365422829    , Electric Vehicle,          6.923999863541441 ,         22.79247251886488     , Commercial   , -8.797242380622402    , 75.72909890359401 ,   44.011355981979364
      156, 13.61865303255202  ,      41.70552362327056    , Electric Vehicle,         11.22993600661621  ,         85.28039832764722     , Commercial   , 1.1575881876620215    , 55.02980533619117 ,   16.31114171032877
      157, 34.26250627548217  ,      22.911661391139905   , Car             ,          8.976750664298127 ,         74.96619834583748     , Residential  , -5.179034566269194    , 87.46626189177441 ,   24.358351123627862
      158, 38.55774153577845  ,      23.179027761657967   , Car             ,          3.910150407951435 ,         51.72742897664144     , Residential  , 37.43160006807083     , 76.1336720244104  ,   24.397659818702344
      159, 13.406602111635184 ,      90.13999412292331    , Walking         ,         11.21262782038319  ,         51.15877622667807     , Commercial   , 5.641703781426324     , 49.401128339959385,   24.999536727111845
